id,speaker_id,article_id,gender,age,race,education,income,O,C,E,A,N,iri.perspective,iri.distress,iri.fantasy,iri.concern,text,z.iri.perspective,z.iri.distress,z.iri.fantasy,z.iri.concern,c.iri.perspective,c.iri.distress,c.iri.fantasy,c.iri.concern
0,0,273,2,26,1,6,65000.0,6.5,6.0,6.0,7.0,6.0,4.429,1.429,2.857,4.571,"Hey, have you seen the article about the police arresting most of the rioters involved in the North Dakota pipeline situation? Personally, I don't feel guilty about it. I believe that those individuals broke the law and received the consequences they deserved. You are entitled to make your own choices, but you cannot escape the repercussions that accompany those choices.",0.6918162939739291,-1.4416058646073606,-0.5793301588973242,0.9170520748639004,y,n,n,y
1,0,395,2,26,1,6,65000.0,6.5,6.0,6.0,7.0,6.0,4.429,1.429,2.857,4.571,"Hey, have you heard about the murder-suicide that occurred the other day? The person involved shares the same name as the school principal at the twins' school. I truly hope there is no connection between them. It's quite frightening to realize that we never truly know someone. Sometimes, I wonder if my husband might snap at me. I can be a bit of a nuisance, but he works a lot, and the future is always uncertain.",0.6918162939739291,-1.4416058646073606,-0.5793301588973242,0.9170520748639004,y,n,n,y
2,1,9,1,30,1,2,55000.0,5.0,6.5,5.0,6.0,7.0,3.286,1.286,2.714,3.714,"I believe it is a terrible and quite scary thing because there is currently no warning system capable of detecting an earthquake of that magnitude. I truly hope that scientists can develop an accurate early detection system, as it has the potential to save thousands of lives. I honestly cannot comprehend how people are able to live in areas prone to earthquakes. The thought of the ""big one"" striking at any moment and completely disrupting your life (if you're fortunate enough to survive) is absolutely terrifying to me.",-0.8800082592945723,-1.6215551637007832,-0.7786568569865939,-0.0317635956641788,n,n,n,n
3,1,228,1,30,1,2,55000.0,5.0,6.5,5.0,6.0,7.0,3.286,1.286,2.714,3.714,"This is such a terrible thing to happen. To think that these things still happen in parts of the world is heartbreaking. I can't even fathom what those little girls must have been through. It must have been a horrible experience for them, and I hope there are no lasting mental effects from it. To think that there are such monsters in the world who would do such a thing is truly distressing.",-0.8800082592945723,-1.6215551637007832,-0.7786568569865939,-0.0317635956641788,n,n,n,n
4,1,302,1,30,1,2,55000.0,5.0,6.5,5.0,6.0,7.0,3.286,1.286,2.714,3.714,"It is concerning that pollution can have such a significant impact on the survival of lung cancer sufferers. Although I do not find it particularly surprising, it is just another reason among many why we need to start living more cleanly as a whole. I suspect that air pollution does just as much damage to non-cancer sufferers, but it is probably more difficult to determine.",-0.8800082592945723,-1.6215551637007832,-0.7786568569865939,-0.0317635956641788,n,n,n,n
5,2,9,1,30,1,2,30000.0,6.5,6.0,4.0,4.0,5.5,4.0,1.571,4.0,3.857,"Reading stories about natural disasters that have a significant impact on nations can be truly challenging. There are limited measures that can be taken to prepare for such events, and often these preparations only manage to minimize the damage to a certain extent. It is disheartening to witness the response of certain individuals in these situations. Instead of assisting their neighbors, they resort to looting and plundering resources from those already grappling with the aftermath of the natural disasters.",0.1018663960280084,-1.2629149522208851,1.0138895328231994,0.1265568721135522,y,n,y,n
6,2,94,1,30,1,2,30000.0,6.5,6.0,4.0,4.0,5.5,4.0,1.571,4.0,3.857,"This situation is one of the worst that I can imagine. When you cannot even feel safe in the city you live in, let alone your own house, it is time to consider moving. However, I can imagine that these people have nowhere else to go. Situations like this disrupt normal life and instill a fear that many people in their everyday lives will never experience.",0.1018663960280084,-1.2629149522208851,1.0138895328231994,0.1265568721135522,y,n,y,n
7,2,99,1,30,1,2,30000.0,6.5,6.0,4.0,4.0,5.5,4.0,1.571,4.0,3.857,"Stories like this always manage to irritate me a bit. I don't keep up with celebrity news, so when some does manage to find its way in front of me, I'm just like, ""Who cares?"" These people will never have an impact on my real life, and they will never even cross my mind on their own.",0.1018663960280084,-1.2629149522208851,1.0138895328231994,0.1265568721135522,y,n,y,n
8,2,125,1,30,1,2,30000.0,6.5,6.0,4.0,4.0,5.5,4.0,1.571,4.0,3.857,"Fires have a profound impact on my emotions, as I have personally experienced their devastating effects. The fear I felt during that time still lingers within me to this day. A fire has the ability to destroy everything one possesses, leaving a person deeply traumatized. Often, individuals or families are abruptly awakened by blaring alarms and engulfed in smoke, forcing them to quickly choose and save their most valuable belongings. Undoubtedly, this is an incredibly frightening situation.",0.1018663960280084,-1.2629149522208851,1.0138895328231994,0.1265568721135522,y,n,y,n
9,2,150,1,30,1,2,30000.0,6.5,6.0,4.0,4.0,5.5,4.0,1.571,4.0,3.857,"It is unfortunate that a woman lost her life in this manner, but such incidents do occur. It is difficult to determine who should be held responsible for this, as these events are often unpredictable. However, the fact that the female pilot was struck by another aircraft suggests that there may have been a failure to adhere to proper protocols. The other plane should not have been in such close proximity to her.",0.1018663960280084,-1.2629149522208851,1.0138895328231994,0.1265568721135522,y,n,y,n
10,2,169,1,30,1,2,30000.0,6.5,6.0,4.0,4.0,5.5,4.0,1.571,4.0,3.857,"I am uncertain about my feelings towards this article. I believe that parents in this situation should face consequences, not necessarily imprisonment, but rather community service or mandatory educational classes to prevent similar situations in the future. Difficult as it may be to admit, the parents are responsible for this clear case of negligence.",0.1018663960280084,-1.2629149522208851,1.0138895328231994,0.1265568721135522,y,n,y,n
11,2,228,1,30,1,2,30000.0,6.5,6.0,4.0,4.0,5.5,4.0,1.571,4.0,3.857,"These types of people are among the worst. It is unfortunate that parents feel compelled to send their children away for employment. This short-sighted solution is, to be honest, exploiting their own children. These kids have the potential to become so much more if given a proper education, but it is being wasted.",0.1018663960280084,-1.2629149522208851,1.0138895328231994,0.1265568721135522,y,n,y,n
12,2,233,1,30,1,2,30000.0,6.5,6.0,4.0,4.0,5.5,4.0,1.571,4.0,3.857,"I am uncertain about how to precisely feel regarding this situation. It is one of the worst things I can imagine someone doing - taking advantage of someone who has recently experienced a traumatic event. These individuals seek help and place their trust in you, only to have that trust shattered in the most devastating manner.",0.1018663960280084,-1.2629149522208851,1.0138895328231994,0.1265568721135522,y,n,y,n
13,2,283,1,30,1,2,30000.0,6.5,6.0,4.0,4.0,5.5,4.0,1.571,4.0,3.857,"I find it rather perplexing that some women continue to support such a system. It seems incredibly inhumane to keep women in a state that borders on slavery, completely dependent on their husbands. This suggests that women are incapable of taking care of themselves and require constant guidance and supervision from their spouses. Moreover, what about women who have no desire for a husband?",0.1018663960280084,-1.2629149522208851,1.0138895328231994,0.1265568721135522,y,n,y,n
14,2,289,1,30,1,2,30000.0,6.5,6.0,4.0,4.0,5.5,4.0,1.571,4.0,3.857,"I believe this article effectively portrays the experience of going through cancer. Having known several individuals who have faced similar situations, I have observed that many people tend to fall apart upon receiving a diagnosis. If more individuals confronted the problem directly, there would be a significant reduction in feelings of helplessness.",0.1018663960280084,-1.2629149522208851,1.0138895328231994,0.1265568721135522,y,n,y,n
